Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,Cluster
404,3569,1,1,2,1997,Downtown,Excellent,Yes,445158,-1
405,917,4,1,3,1950,Suburban,Excellent,No,725748,-1
406,614,2,1,3,1957,Suburban,Good,No,961656,-1
407,1116,3,1,1,1933,Suburban,Fair,Yes,657539,-1
408,4474,4,1,3,1934,Suburban,Poor,No,631330,-1
409,3767,4,2,3,2001,Downtown,Poor,No,890172,-1
410,1325,1,3,2,1902,Suburban,Fair,Yes,246945,-1
411,2016,3,1,1,2005,Downtown,Poor,No,621312,-1
412,3646,2,1,1,2019,Downtown,Good,No,728810,-1
413,912,4,4,2,1958,Suburban,Good,Yes,631253,-1
414,1228,4,2,3,1969,Downtown,Excellent,Yes,322201,-1
415,3848,1,2,1,2018,Rural,Excellent,No,798609,-1
416,3308,5,3,1,1947,Rural,Excellent,No,845415,-1
417,1175,2,2,3,1963,Urban,Excellent,Yes,442613,-1
418,3965,3,4,3,2012,Rural,Excellent,No,594283,-1
419,3004,4,4,1,1918,Downtown,Poor,Yes,164587,-1
420,3467,4,3,3,1966,Downtown,Poor,Yes,283076,-1
421,3286,2,4,1,1981,Rural,Excellent,Yes,796988,-1
422,1622,5,1,3,2002,Suburban,Good,No,520897,-1
423,4579,4,1,3,1972,Suburban,Poor,Yes,88886,-1
424,2071,2,4,2,2015,Downtown,Good,Yes,401169,-1
425,2643,1,3,3,1975,Suburban,Good,Yes,539788,-1
426,2187,5,2,2,1904,Urban,Fair,No,145149,-1
427,4632,3,3,3,1966,Urban,Fair,No,668308,-1
428,4351,4,2,1,1910,Rural,Excellent,No,576961,-1
429,3940,2,4,1,2020,Rural,Good,Yes,913945,-1
430,4266,1,4,3,1993,Suburban,Poor,No,73466,-1
431,2826,3,1,3,1967,Downtown,Fair,No,287626,-1
432,3414,2,2,1,1968,Rural,Fair,Yes,928977,-1
433,4452,2,3,3,1900,Urban,Good,Yes,559966,-1
434,1095,3,4,2,1990,Rural,Fair,No,624694,-1
435,1228,1,3,2,1991,Rural,Fair,No,446904,-1
436,1865,1,1,2,1962,Urban,Poor,Yes,643572,-1
437,4992,5,2,2,1928,Downtown,Good,No,810006,-1
438,1198,4,2,2,1981,Rural,Fair,Yes,951011,-1
439,895,3,4,3,1911,Rural,Good,Yes,587953,-1
440,4671,3,2,3,1976,Rural,Fair,No,594929,-1
441,4860,3,4,2,1940,Suburban,Poor,No,475716,-1
442,3002,1,1,3,1901,Rural,Good,No,610085,-1
443,2319,4,2,3,1936,Urban,Fair,No,790126,-1
444,1217,5,4,2,1944,Downtown,Poor,Yes,358094,-1
445,3282,2,3,3,1979,Downtown,Fair,No,992550,-1
446,4077,2,4,3,1947,Urban,Good,No,965986,-1
447,643,3,2,3,1923,Suburban,Fair,No,676627,-1
448,3640,4,1,2,1998,Urban,Good,Yes,687719,-1
449,4991,1,2,3,1921,Downtown,Good,No,282275,-1
450,3438,4,2,1,1999,Urban,Fair,No,452854,-1
451,4136,4,4,1,1910,Suburban,Poor,Yes,857605,-1
452,3722,1,3,2,2018,Downtown,Excellent,Yes,718582,-1
453,1667,3,2,1,1957,Suburban,Poor,Yes,231136,-1
454,3116,4,3,2,1945,Urban,Poor,Yes,218082,-1
455,1562,2,4,1,1928,Rural,Fair,Yes,303301,-1
456,2656,1,3,1,1934,Urban,Poor,No,592383,-1
457,3482,5,4,1,2011,Suburban,Poor,Yes,173554,-1
458,3794,3,1,2,2017,Urban,Excellent,Yes,444655,-1
459,1656,1,3,2,1914,Rural,Poor,Yes,962046,-1
460,1232,5,3,3,1959,Suburban,Excellent,Yes,809277,-1
461,4830,5,1,2,1994,Urban,Fair,Yes,528766,-1
462,1453,4,3,1,1941,Suburban,Excellent,Yes,972879,-1
463,3039,4,1,1,2004,Suburban,Good,Yes,663311,-1
464,3824,4,2,2,1942,Downtown,Good,Yes,681469,-1
465,3801,1,4,2,1979,Downtown,Excellent,No,272310,-1
466,2042,1,1,2,1973,Suburban,Good,No,857032,-1
467,1691,3,3,3,1948,Urban,Fair,No,838898,-1
468,3493,4,1,1,1963,Urban,Good,Yes,830637,-1
469,3181,5,3,3,1931,Urban,Excellent,Yes,549344,-1
470,1717,2,2,3,1963,Rural,Fair,Yes,750457,-1
471,2040,3,1,1,2014,Suburban,Good,No,946366,-1
472,3736,1,2,1,1901,Suburban,Fair,Yes,627564,-1
473,2886,3,4,2,1923,Rural,Excellent,Yes,493333,-1
474,4219,3,3,2,1986,Suburban,Good,Yes,490187,-1
475,1888,3,3,3,1965,Suburban,Fair,No,319072,-1
476,2356,3,2,2,1937,Rural,Fair,No,891741,-1
477,1865,2,4,2,1930,Downtown,Good,Yes,255719,-1
478,999,4,1,1,2014,Suburban,Fair,No,746248,-1
479,2180,5,1,1,2003,Rural,Fair,Yes,800385,-1
480,1010,3,3,2,1925,Urban,Excellent,Yes,749192,-1
481,4812,3,2,1,1928,Downtown,Excellent,No,166196,-1
482,1824,3,2,2,1966,Urban,Excellent,No,59404,-1
483,1655,4,1,1,2021,Suburban,Excellent,No,476855,-1
484,2327,1,4,1,1977,Downtown,Excellent,No,783478,-1
485,3641,1,4,1,1924,Rural,Excellent,Yes,503814,-1
486,3986,2,1,1,1947,Suburban,Good,Yes,687475,-1
487,2310,1,1,2,1964,Rural,Excellent,No,946881,-1
488,3423,3,2,3,1952,Downtown,Fair,No,601972,-1
489,2714,3,4,1,1966,Urban,Good,Yes,642879,-1
490,4686,3,1,2,2017,Suburban,Fair,Yes,431965,-1
491,1213,2,1,2,1989,Suburban,Excellent,Yes,783082,-1
492,4102,3,3,1,1917,Rural,Excellent,Yes,314826,-1
493,4634,1,1,3,1908,Downtown,Fair,No,161186,-1
494,4022,4,1,1,1937,Rural,Fair,No,817469,-1
495,4768,4,4,2,1986,Downtown,Fair,No,596120,-1
496,1743,5,2,3,1920,Suburban,Poor,Yes,591285,-1
497,4209,1,4,2,2020,Downtown,Poor,Yes,346784,-1
498,1581,3,2,1,1964,Suburban,Poor,No,520098,-1
499,955,4,3,3,1920,Downtown,Poor,No,90491,-1
500,1394,1,1,2,1926,Urban,Good,No,113043,-1
501,1884,4,3,2,2005,Downtown,Excellent,Yes,948607,-1
502,2458,3,2,2,2022,Urban,Fair,No,178568,-1
503,3572,4,4,1,1969,Downtown,Excellent,Yes,426394,-1
504,2496,5,4,3,2018,Downtown,Fair,No,647013,-1
505,4785,5,3,1,1943,Rural,Excellent,No,178131,-1
506,1004,4,2,1,1999,Rural,Good,No,95520,-1
507,1714,1,3,1,1927,Suburban,Poor,Yes,375063,-1
508,2031,1,3,3,1944,Rural,Excellent,Yes,684157,-1
509,3940,1,1,1,1916,Downtown,Fair,Yes,638730,-1
510,1323,4,3,1,2022,Rural,Excellent,Yes,835313,-1
511,1428,1,1,1,1939,Downtown,Good,Yes,202842,-1
512,633,3,1,1,2021,Urban,Good,Yes,417390,-1
513,2605,5,4,2,2015,Downtown,Excellent,No,752858,-1
514,4127,3,1,1,1902,Suburban,Poor,Yes,421831,-1
515,2352,1,1,2,1975,Urban,Fair,No,572485,-1
516,4675,3,4,1,2002,Suburban,Good,Yes,697735,-1
517,3433,1,3,3,1975,Suburban,Good,No,635765,-1
518,3784,4,2,2,1965,Suburban,Excellent,No,574532,-1
519,4798,3,2,2,2019,Rural,Good,Yes,915885,-1
520,3311,4,2,2,1945,Suburban,Good,No,500953,-1
521,1750,4,3,2,1985,Urban,Fair,Yes,227561,-1
522,4012,2,1,3,1986,Downtown,Poor,Yes,964394,-1
523,1756,1,2,1,1929,Suburban,Fair,Yes,907735,-1
524,3876,5,3,2,1968,Urban,Poor,Yes,340534,-1
525,3986,1,1,3,1908,Suburban,Fair,No,584535,-1
526,4084,5,4,2,1984,Downtown,Excellent,Yes,250123,-1
527,1896,1,2,1,1910,Urban,Good,No,765079,-1
528,4137,4,1,2,1968,Urban,Poor,No,477894,-1
529,3830,3,2,3,1998,Downtown,Excellent,No,531018,-1
530,3203,3,2,1,1990,Urban,Good,Yes,257358,-1
531,970,2,2,3,2012,Downtown,Good,No,866015,-1
532,1853,5,1,1,1965,Urban,Good,Yes,566456,-1
533,3283,5,3,1,1987,Urban,Fair,No,189148,-1
534,3331,5,1,1,1930,Downtown,Excellent,Yes,985510,-1
535,857,4,2,2,1932,Downtown,Excellent,Yes,196123,-1
536,3519,5,1,3,1938,Urban,Good,Yes,447530,-1
537,1167,3,4,3,1993,Urban,Poor,Yes,602958,-1
538,4968,4,3,3,1945,Downtown,Excellent,No,543973,-1
539,1645,1,1,1,1936,Rural,Fair,No,961352,-1
540,4685,5,4,2,2014,Downtown,Poor,Yes,60236,-1
541,4219,5,3,1,1991,Urban,Poor,No,85568,-1
542,3245,1,4,3,1959,Urban,Poor,Yes,681615,-1
543,1039,5,3,2,1930,Urban,Poor,Yes,305745,-1
544,3279,1,1,2,1910,Downtown,Excellent,No,422332,-1
545,4636,4,4,2,1986,Urban,Good,Yes,535119,-1
546,4275,3,2,3,2020,Rural,Poor,Yes,328496,-1
547,3008,1,4,2,1901,Suburban,Fair,Yes,700009,-1
548,3279,2,3,2,2003,Rural,Fair,Yes,309291,-1
549,1424,1,1,1,2004,Downtown,Good,Yes,488866,-1
550,3456,5,3,1,1926,Urban,Excellent,No,453562,-1
551,2081,4,4,2,1998,Downtown,Good,No,730516,-1
552,3824,4,4,2,1901,Suburban,Poor,No,105904,-1
553,4985,1,2,1,2002,Downtown,Excellent,Yes,981539,-1
554,755,3,1,1,2000,Urban,Excellent,Yes,958573,-1
555,2338,2,1,1,1920,Suburban,Poor,Yes,328252,-1
556,2444,4,4,3,1957,Suburban,Fair,Yes,572247,-1
557,509,5,1,3,1904,Urban,Poor,Yes,839285,-1
558,3371,5,2,1,1951,Urban,Good,Yes,396300,-1
559,1297,3,3,2,1944,Urban,Poor,No,316320,-1
560,1515,4,1,1,1984,Downtown,Fair,Yes,674747,-1
561,2324,1,4,3,1992,Rural,Poor,No,469136,-1
562,4969,5,3,2,1919,Downtown,Good,Yes,235922,-1
563,3636,3,3,3,1960,Downtown,Good,No,187901,-1
564,2693,4,2,2,1937,Rural,Fair,Yes,173225,-1
565,723,4,4,3,1919,Urban,Good,No,543406,-1
566,4658,4,1,2,2013,Urban,Good,No,810135,-1
567,4425,4,4,2,1924,Rural,Poor,Yes,271738,-1
568,4500,4,3,2,1901,Rural,Excellent,Yes,954890,-1
569,2133,5,4,2,2020,Downtown,Good,No,685181,-1
570,2652,3,1,3,1931,Suburban,Good,Yes,910359,-1
571,1010,4,1,3,1925,Rural,Fair,Yes,528076,-1
572,884,2,2,2,1969,Downtown,Fair,Yes,954610,-1
573,904,2,1,2,1940,Suburban,Poor,No,292726,-1
574,2500,3,1,3,2020,Urban,Poor,Yes,352811,-1
575,3256,1,4,2,1966,Urban,Good,No,771202,-1
576,2168,1,4,2,1996,Downtown,Excellent,No,479059,-1
577,1960,1,3,2,1900,Downtown,Excellent,Yes,756168,-1
578,4136,2,2,1,1950,Rural,Poor,No,473759,-1
579,3224,1,4,2,1904,Urban,Fair,Yes,515996,-1
580,4678,5,1,1,1912,Downtown,Good,Yes,56611,-1
581,2548,4,3,2,1918,Urban,Good,No,400386,-1
582,4646,2,4,3,1911,Urban,Excellent,No,921044,-1
583,1216,3,2,1,1947,Rural,Poor,No,883334,-1
584,2323,3,2,1,1924,Suburban,Excellent,No,821812,-1
585,2581,4,3,2,1956,Rural,Excellent,No,345187,-1
586,3919,2,3,2,2014,Downtown,Poor,Yes,186343,-1
587,2074,1,3,1,1934,Rural,Fair,No,909299,-1
588,749,1,3,3,1975,Rural,Good,Yes,389233,-1
589,1173,5,3,3,1993,Urban,Fair,Yes,895177,-1
590,2665,5,1,2,1904,Rural,Poor,No,540092,-1
591,1270,1,1,3,1997,Downtown,Poor,No,240191,-1
592,4462,3,4,3,1921,Suburban,Good,No,716933,-1
593,4863,3,2,2,2002,Rural,Fair,No,726769,-1
594,2484,5,1,3,1976,Rural,Good,No,922402,-1
595,1577,4,1,2,1956,Suburban,Excellent,Yes,336608,-1
596,735,1,1,1,1946,Downtown,Excellent,Yes,299220,-1
597,888,5,4,2,1953,Downtown,Excellent,Yes,486056,-1
598,3537,5,3,1,1902,Rural,Fair,No,692811,-1
599,2348,1,4,1,2023,Urban,Excellent,No,594950,-1
600,3314,1,2,3,1952,Rural,Good,Yes,854660,-1
601,3874,3,2,3,1983,Suburban,Fair,No,635009,-1
602,3778,4,2,3,1930,Suburban,Good,No,712746,-1
603,1752,4,2,2,1968,Suburban,Poor,No,843294,-1
604,4481,1,1,3,1987,Rural,Fair,Yes,614396,-1
605,2622,2,1,1,2003,Rural,Good,No,141788,-1
606,2650,5,4,3,2017,Downtown,Good,Yes,518239,-1
607,1829,5,3,3,1932,Urban,Fair,No,294437,-1
608,1858,1,2,2,1971,Rural,Poor,No,811299,-1
609,2982,2,4,2,1987,Downtown,Fair,Yes,916572,-1
610,2517,3,1,1,1949,Rural,Excellent,No,732561,-1
611,1831,1,1,2,1983,Downtown,Excellent,No,905010,-1
612,4844,1,3,3,2023,Downtown,Poor,No,99966,-1
613,4761,5,3,2,1915,Urban,Good,Yes,235846,-1
614,1858,1,3,1,2013,Rural,Good,No,322530,-1
615,3677,1,4,3,2015,Downtown,Good,No,651516,-1
616,2628,1,1,1,1975,Suburban,Fair,No,196297,-1
617,2680,5,1,2,1976,Suburban,Fair,No,459909,-1
618,637,3,3,2,2008,Suburban,Poor,No,384341,-1
619,3972,3,2,1,2005,Urban,Excellent,Yes,93021,-1
620,3332,1,3,3,1938,Downtown,Good,Yes,431059,-1
621,4079,5,4,2,1988,Urban,Excellent,No,199333,-1
622,3531,3,3,2,1945,Rural,Fair,No,470594,-1
623,4664,3,3,3,1995,Rural,Fair,Yes,953606,-1
624,3093,3,4,2,1987,Downtown,Fair,No,826934,-1
625,4800,5,3,1,2011,Suburban,Excellent,No,136755,-1
626,4318,5,1,2,1946,Downtown,Poor,No,979441,-1
627,4638,1,2,2,1943,Downtown,Poor,No,116330,-1
628,4323,4,3,3,1908,Downtown,Fair,No,752726,-1
629,4542,3,4,1,2003,Urban,Good,No,908754,-1
630,2406,4,2,3,2013,Rural,Excellent,No,938750,-1
631,1260,5,4,2,1986,Downtown,Fair,No,619601,-1
632,3945,5,2,2,1949,Downtown,Excellent,Yes,284729,-1
633,1399,5,2,3,1976,Downtown,Excellent,Yes,807071,-1
634,4955,4,3,3,1959,Urban,Poor,No,339176,-1
635,3447,5,1,3,2022,Urban,Fair,No,535179,-1
636,2219,1,3,1,1995,Urban,Poor,No,198430,-1
637,780,5,4,2,2013,Downtown,Fair,No,898142,-1
638,3766,2,4,3,1914,Suburban,Excellent,Yes,407470,-1
639,2387,4,2,2,1935,Suburban,Poor,Yes,398301,-1
640,3766,2,2,1,2012,Suburban,Excellent,Yes,492037,-1
641,1166,5,1,1,1962,Rural,Fair,Yes,78365,-1
642,4688,1,3,1,1968,Downtown,Good,No,325333,-1
643,1171,3,4,1,1985,Suburban,Poor,No,519965,-1
644,2469,5,2,2,1979,Suburban,Poor,No,581536,-1
645,4656,1,1,1,1940,Suburban,Excellent,Yes,54369,-1
646,3622,4,4,1,1973,Downtown,Excellent,No,506979,-1
647,4400,2,2,3,1923,Suburban,Good,No,975554,-1
648,1023,2,4,1,1981,Suburban,Poor,Yes,865037,-1
649,2893,2,1,3,1948,Downtown,Fair,Yes,886048,-1
650,3617,4,1,1,1917,Rural,Fair,Yes,497695,-1
651,3093,1,4,1,1906,Urban,Poor,Yes,415863,-1
652,2468,4,3,3,1903,Suburban,Poor,Yes,221955,-1
653,2253,2,4,1,1989,Urban,Poor,No,607343,-1
654,2796,5,2,2,1968,Rural,Good,No,774091,-1
655,2761,3,3,2,1959,Rural,Fair,Yes,428824,-1
656,2786,4,2,1,1954,Suburban,Fair,No,319594,-1
657,4702,4,4,2,1915,Downtown,Excellent,No,183997,-1
658,3378,1,3,3,1998,Rural,Excellent,No,523267,-1
659,4643,1,2,1,1989,Urban,Poor,No,100272,-1
660,4144,4,4,1,1981,Urban,Excellent,Yes,55310,-1
661,4932,2,4,3,1928,Urban,Good,No,81817,-1
662,2555,3,3,3,1922,Urban,Fair,No,558350,-1
663,1776,1,4,3,2016,Rural,Fair,No,536160,-1
664,3266,2,1,1,1913,Suburban,Excellent,Yes,487744,-1
665,802,5,2,3,1978,Suburban,Poor,No,790176,-1
666,1138,1,2,3,1948,Urban,Excellent,Yes,132641,-1
667,555,2,4,2,1932,Suburban,Poor,Yes,789443,-1
668,1025,2,4,2,1924,Urban,Good,Yes,781670,-1
669,4623,3,1,1,1920,Urban,Fair,Yes,589745,-1
670,2625,3,3,2,1916,Downtown,Good,No,92311,-1
671,3787,5,4,2,1922,Rural,Fair,Yes,971484,-1
672,864,2,4,3,1956,Rural,Good,Yes,201958,-1
673,2146,2,4,3,2006,Urban,Excellent,Yes,520328,-1
674,1418,3,4,2,1980,Rural,Good,Yes,494093,-1
675,3297,1,2,2,1957,Suburban,Good,Yes,697861,-1
676,2031,1,4,2,1913,Urban,Excellent,No,409571,-1
677,3845,4,2,1,1992,Downtown,Fair,Yes,872613,-1
678,2406,3,4,1,1919,Suburban,Fair,No,214334,-1
679,3586,4,3,1,1929,Downtown,Excellent,No,968451,-1
680,2575,3,1,2,1918,Downtown,Good,Yes,443238,-1
681,1213,5,3,2,1952,Rural,Good,No,837560,-1
682,1562,2,4,1,2002,Rural,Good,No,653810,-1
683,2476,5,4,1,1955,Urban,Poor,No,213394,-1
684,1796,3,4,2,1976,Rural,Fair,Yes,98929,-1
685,625,2,3,3,1981,Downtown,Good,Yes,655984,-1
686,4096,1,4,1,1922,Downtown,Fair,Yes,427389,-1
687,3783,1,3,2,1961,Suburban,Good,Yes,846240,-1
688,2103,4,2,2,2009,Downtown,Excellent,Yes,669436,-1
689,566,3,1,3,1932,Urban,Excellent,Yes,496098,-1
690,732,3,1,2,2002,Urban,Fair,Yes,858157,-1
691,2656,1,3,2,2003,Rural,Fair,No,384678,-1
692,1669,5,2,1,1917,Rural,Excellent,No,352094,-1
693,2658,2,3,1,1972,Rural,Poor,Yes,794314,-1
694,4706,5,2,3,1932,Urban,Excellent,No,133576,-1
695,1993,5,4,3,1931,Downtown,Good,Yes,70557,-1
696,4507,1,2,2,1960,Rural,Poor,Yes,596113,-1
697,2972,1,2,1,1953,Suburban,Excellent,Yes,321142,-1
698,3160,1,2,3,1916,Rural,Poor,No,86080,-1
699,3239,4,1,3,1918,Urban,Poor,Yes,833103,-1
700,2261,5,2,3,1990,Rural,Poor,Yes,238869,-1
701,4014,3,4,2,1969,Downtown,Fair,Yes,721162,-1
702,2475,2,4,1,1998,Rural,Excellent,Yes,978671,-1
703,2862,4,4,3,2019,Urban,Fair,No,543844,-1
704,1376,3,2,1,2000,Urban,Fair,Yes,616695,-1
705,4312,5,3,3,1933,Suburban,Good,No,170283,-1
706,3948,1,3,3,1983,Urban,Good,No,63338,-1
707,1812,5,4,1,1924,Suburban,Poor,Yes,650577,-1
708,1960,2,1,1,1967,Downtown,Poor,Yes,514736,-1
709,3209,4,3,1,1973,Urban,Good,No,724255,-1
710,2824,4,2,2,1973,Rural,Good,No,228982,-1
711,2233,2,3,3,1987,Downtown,Excellent,No,967461,-1
712,2105,3,4,2,1984,Rural,Poor,No,159367,-1
713,3063,3,1,1,1910,Rural,Poor,Yes,378042,-1
714,3921,4,3,3,1990,Rural,Good,No,970958,-1
715,4017,4,3,2,1915,Downtown,Excellent,No,691774,-1
716,2897,1,4,3,1989,Downtown,Good,No,398684,-1
717,4235,3,1,2,1960,Urban,Good,No,544775,-1
718,3370,2,1,1,1993,Rural,Fair,Yes,788497,-1
719,1660,3,4,2,2012,Suburban,Poor,Yes,493853,-1
720,742,1,2,3,1979,Urban,Excellent,Yes,830343,-1
721,3090,4,3,3,1906,Downtown,Fair,No,710709,-1
722,1563,4,2,3,1915,Suburban,Poor,No,961848,-1
723,4824,1,3,3,1998,Downtown,Good,Yes,876395,-1
724,3095,2,3,1,2021,Suburban,Excellent,Yes,450966,-1
725,1419,4,2,2,1915,Urban,Poor,No,407073,-1
726,505,5,4,1,1939,Suburban,Good,Yes,727823,-1
727,967,4,4,1,1911,Urban,Fair,No,649223,-1
728,4670,5,3,1,1934,Downtown,Excellent,No,764152,-1
729,503,1,4,3,2012,Suburban,Poor,No,850118,-1
730,1145,1,3,3,1920,Rural,Fair,No,549555,-1
731,617,4,4,3,1949,Rural,Good,No,113528,-1
732,3428,3,3,2,1942,Downtown,Good,No,674099,-1
733,3051,5,4,3,1999,Suburban,Poor,Yes,558907,-1
734,4789,2,1,2,2011,Rural,Good,Yes,334931,-1
735,1346,4,2,3,1916,Urban,Excellent,Yes,982280,-1
736,3262,2,1,3,1931,Suburban,Poor,No,427757,-1
737,1641,4,2,1,1940,Suburban,Fair,Yes,762787,-1
738,2310,3,2,1,1905,Rural,Poor,No,834429,-1
739,1223,3,3,1,1987,Urban,Poor,No,154887,-1
740,724,3,2,2,1926,Urban,Fair,No,111086,-1
741,4708,3,1,2,1919,Urban,Good,No,938663,-1
742,2548,1,1,3,1924,Suburban,Fair,Yes,305494,-1
743,4915,1,4,2,1965,Downtown,Excellent,Yes,558889,-1
744,2073,5,1,3,1908,Suburban,Good,Yes,637596,-1
745,2328,2,4,2,1991,Suburban,Poor,No,327941,-1
746,2417,4,2,2,1952,Rural,Good,Yes,317446,-1
747,4734,4,1,2,1960,Downtown,Good,Yes,506388,-1
748,2526,1,2,1,1937,Urban,Excellent,Yes,612347,-1
749,4244,4,1,2,1902,Rural,Good,No,181980,-1
750,1401,1,1,1,1983,Suburban,Good,Yes,765612,-1
751,2539,5,4,1,1969,Downtown,Good,No,523875,-1
752,509,2,2,2,2002,Urban,Poor,Yes,193949,-1
753,760,5,1,3,1996,Urban,Good,No,326383,-1
754,2173,3,3,3,1954,Suburban,Fair,Yes,77313,-1
755,2719,3,2,3,1900,Urban,Good,Yes,92103,-1
756,2560,3,2,2,2000,Urban,Excellent,Yes,229480,-1
757,4213,5,2,3,1969,Downtown,Good,No,526467,-1
758,2119,4,4,1,1944,Rural,Good,Yes,138771,-1
759,820,2,3,3,1997,Downtown,Poor,Yes,176228,-1
760,1842,3,2,2,1946,Rural,Fair,No,141665,-1
761,2876,3,1,3,1978,Rural,Good,No,846966,-1
762,3332,3,1,1,2008,Rural,Fair,No,879492,-1
763,3324,2,4,2,1925,Urban,Excellent,No,853621,-1
764,2494,3,1,3,2020,Downtown,Poor,Yes,964863,-1
765,3458,2,2,2,1913,Urban,Fair,Yes,660355,-1
766,2538,3,1,2,2021,Suburban,Poor,No,847399,-1
767,3990,5,2,2,1953,Downtown,Good,Yes,787351,-1
768,4177,5,1,3,1970,Rural,Excellent,No,901995,-1
769,1618,2,3,2,1945,Urban,Poor,Yes,320804,-1
770,2104,5,4,3,2021,Urban,Good,No,430815,-1
771,4527,2,4,1,1930,Downtown,Fair,Yes,534091,-1
772,735,5,3,3,1987,Downtown,Excellent,No,179909,-1
773,2469,5,3,1,1958,Rural,Excellent,No,483039,-1
774,4929,2,4,3,1994,Rural,Fair,Yes,499058,-1
775,2408,4,3,2,1928,Suburban,Fair,Yes,190688,-1
776,875,5,2,3,2005,Rural,Excellent,Yes,125976,-1
777,4030,3,1,2,1995,Urban,Poor,No,807496,-1
778,3135,4,4,1,1916,Suburban,Excellent,Yes,229810,-1
779,2070,2,3,3,1913,Suburban,Fair,No,325251,-1
780,3060,4,2,2,2003,Suburban,Poor,Yes,766764,-1
781,3891,1,4,1,1935,Downtown,Good,Yes,668470,-1
782,3465,1,3,1,1957,Rural,Excellent,No,817441,-1
783,4143,5,4,3,2011,Suburban,Fair,No,928219,-1
784,4350,5,3,1,1923,Downtown,Good,Yes,852386,-1
785,1372,3,4,2,2008,Downtown,Excellent,No,329087,-1
786,1752,4,2,1,1962,Suburban,Excellent,No,90725,-1
787,1814,1,2,1,2017,Suburban,Poor,Yes,881866,-1
788,3398,5,1,2,1990,Urban,Fair,No,922183,-1
789,577,4,4,1,1924,Suburban,Good,Yes,584398,-1
790,3121,5,1,1,1958,Urban,Excellent,Yes,548864,-1
791,4727,5,4,1,1931,Suburban,Poor,No,328606,-1
792,1100,1,3,1,2015,Suburban,Good,Yes,391376,-1
793,1565,1,3,2,1981,Rural,Good,No,759441,-1
794,2636,5,1,1,2009,Suburban,Excellent,Yes,496015,-1
795,2949,2,4,2,1917,Suburban,Good,No,640855,-1
796,2843,5,1,1,1936,Urban,Excellent,No,532517,-1
797,2363,5,2,1,1925,Urban,Poor,No,756584,-1
798,1818,3,1,1,1908,Rural,Poor,No,439569,-1
799,4097,3,1,1,2023,Suburban,Good,No,892495,-1
800,4262,3,3,2,1998,Suburban,Excellent,Yes,163394,-1
801,2690,2,1,2,1963,Urban,Fair,Yes,891672,-1
802,1492,2,4,2,1971,Downtown,Poor,No,917784,-1
803,3212,5,3,3,1919,Downtown,Excellent,Yes,198940,-1
804,2692,3,1,1,1953,Downtown,Excellent,No,393133,-1
805,1748,2,2,1,2005,Urban,Excellent,No,72222,-1
806,3554,1,1,2,1985,Urban,Good,Yes,129794,-1
807,4533,5,1,3,1982,Downtown,Fair,Yes,638212,-1
