Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,Cluster
808,2497,4,1,1,1929,Downtown,Good,No,674142,-1
809,4187,5,3,2,1952,Suburban,Poor,No,914945,-1
810,2651,4,4,1,1991,Urban,Good,No,834326,-1
811,4518,3,2,1,1998,Urban,Excellent,No,891081,-1
812,3610,4,1,2,2006,Downtown,Good,No,415130,-1
813,2470,3,4,2,1962,Downtown,Excellent,No,818103,-1
814,697,1,4,1,1910,Rural,Fair,Yes,920181,-1
815,3126,4,3,1,1930,Urban,Good,No,283127,-1
816,1702,5,2,2,1948,Rural,Good,No,554434,-1
817,2535,3,3,1,2011,Suburban,Good,Yes,191295,-1
818,977,5,4,1,2002,Rural,Excellent,No,229238,-1
819,1754,2,4,2,1999,Downtown,Excellent,No,89369,-1
820,1422,3,4,1,1993,Urban,Good,Yes,922811,-1
821,919,4,3,1,1986,Urban,Good,No,905824,-1
822,2704,3,2,3,1918,Rural,Fair,Yes,849093,-1
823,3097,5,1,2,1911,Rural,Fair,No,720951,-1
824,1620,1,3,3,1914,Suburban,Poor,Yes,383862,-1
825,3568,3,4,3,1930,Suburban,Fair,Yes,760595,-1
826,1450,4,3,3,1942,Downtown,Fair,Yes,320114,-1
827,2836,2,4,1,2000,Downtown,Fair,No,97922,-1
828,2743,1,1,1,1936,Downtown,Excellent,No,543614,-1
829,3145,2,1,3,1978,Rural,Fair,Yes,867187,-1
830,2357,3,2,3,1928,Rural,Fair,Yes,695214,-1
831,2365,5,4,3,2013,Urban,Good,No,69416,-1
832,3412,5,2,1,2006,Downtown,Excellent,No,63672,-1
833,3353,4,2,3,1925,Rural,Poor,No,526684,-1
834,3728,5,1,3,2007,Urban,Poor,No,178145,-1
835,4219,1,3,2,1901,Downtown,Fair,No,752356,-1
836,3728,5,3,2,1983,Suburban,Poor,Yes,910527,-1
837,2871,4,2,1,1914,Suburban,Poor,No,50064,-1
838,3391,3,1,2,2015,Rural,Poor,Yes,118835,-1
839,4256,3,4,2,1903,Urban,Fair,No,251457,-1
840,4725,5,3,2,1985,Suburban,Poor,Yes,973143,-1
841,594,2,2,1,1949,Urban,Fair,Yes,297795,-1
842,3174,3,3,2,1937,Urban,Good,No,454271,-1
843,2455,5,3,1,1922,Suburban,Good,Yes,399738,-1
844,1293,4,4,3,1958,Urban,Poor,Yes,996931,-1
845,2334,5,1,2,1989,Suburban,Good,Yes,691204,-1
846,2616,3,4,1,2014,Rural,Fair,Yes,956740,-1
847,4606,4,1,2,1974,Downtown,Good,No,918948,-1
848,3825,5,3,3,1927,Downtown,Poor,Yes,901098,-1
849,3419,1,2,1,2019,Rural,Fair,No,245346,-1
850,3097,4,4,1,1965,Suburban,Excellent,Yes,954726,-1
851,3705,1,1,1,2022,Suburban,Fair,No,323010,-1
852,1314,2,3,3,1907,Suburban,Good,No,53889,-1
853,845,4,1,3,1928,Suburban,Excellent,No,168194,-1
854,2849,1,1,3,1910,Rural,Fair,Yes,174714,-1
855,862,3,1,1,2000,Downtown,Excellent,No,605623,-1
856,2943,3,3,3,1917,Urban,Excellent,No,100547,-1
857,2765,2,2,2,1954,Urban,Excellent,Yes,207234,-1
858,2688,4,2,3,1949,Downtown,Fair,No,794809,-1
859,3505,4,2,1,1913,Rural,Good,Yes,730047,-1
860,3781,4,1,2,2017,Urban,Fair,Yes,935188,-1
861,1484,2,3,3,1973,Downtown,Good,No,323139,-1
862,2139,4,1,2,1998,Rural,Fair,Yes,499704,-1
863,1327,3,2,2,1908,Urban,Fair,Yes,52631,-1
864,3230,1,2,1,1998,Suburban,Fair,Yes,187039,-1
865,4031,3,3,2,1910,Suburban,Good,No,924726,-1
866,4951,3,1,2,1962,Rural,Fair,Yes,399422,-1
867,3435,1,4,1,2007,Suburban,Excellent,Yes,638759,-1
868,4376,3,4,1,1975,Rural,Fair,Yes,349260,-1
869,626,2,2,1,1966,Downtown,Excellent,No,928548,-1
870,3677,1,3,2,1952,Downtown,Poor,Yes,477443,-1
871,3556,3,1,2,1938,Urban,Poor,No,707302,-1
872,1103,5,1,2,1977,Rural,Good,Yes,621952,-1
873,3949,3,2,1,1955,Urban,Good,No,733429,-1
874,4646,2,2,3,1927,Urban,Poor,No,137342,-1
875,4033,4,1,2,1974,Downtown,Fair,No,64407,-1
876,3867,3,1,3,1938,Urban,Fair,Yes,163926,-1
877,3868,4,2,1,1924,Suburban,Fair,Yes,371345,-1
878,4297,5,1,2,1920,Urban,Poor,Yes,916525,-1
879,2292,3,4,3,1909,Rural,Excellent,No,497564,-1
880,3361,1,2,2,1942,Suburban,Good,Yes,787341,-1
881,3976,4,1,2,1914,Downtown,Excellent,Yes,592166,-1
882,3917,5,2,2,1982,Rural,Poor,No,133100,-1
883,2145,1,3,3,1947,Suburban,Excellent,Yes,915061,-1
884,1705,1,2,1,1985,Rural,Fair,Yes,498636,-1
885,3530,1,2,2,1920,Suburban,Fair,No,544308,-1
886,3372,1,3,1,1959,Rural,Excellent,No,273059,-1
887,3572,3,4,1,2015,Rural,Poor,Yes,617456,-1
888,2354,3,1,3,2007,Suburban,Excellent,No,300396,-1
889,4521,3,3,3,1995,Downtown,Fair,Yes,824769,-1
890,3208,5,2,1,1949,Downtown,Fair,Yes,367006,-1
891,4002,5,1,2,1922,Rural,Poor,Yes,78004,-1
892,1832,5,3,3,1912,Rural,Excellent,Yes,856903,-1
893,701,2,1,2,1968,Downtown,Fair,Yes,574252,-1
894,4007,5,1,2,1903,Downtown,Fair,No,666108,-1
895,4712,3,3,2,1991,Urban,Excellent,No,241239,-1
896,1074,3,1,1,1977,Downtown,Excellent,Yes,676517,-1
897,1036,2,4,2,1971,Rural,Good,No,527044,-1
898,2125,2,3,1,1908,Suburban,Poor,No,901740,-1
899,2622,5,4,1,2020,Downtown,Poor,Yes,396113,-1
900,885,4,2,2,2014,Urban,Excellent,No,64568,-1
901,3781,2,1,2,1934,Urban,Poor,No,583754,-1
902,974,1,2,2,2000,Urban,Fair,Yes,272129,-1
903,917,3,2,2,1920,Suburban,Excellent,Yes,631612,-1
904,4100,1,1,1,1957,Downtown,Excellent,Yes,938640,-1
905,1454,3,3,2,1917,Downtown,Excellent,Yes,196539,-1
906,1705,3,1,2,1996,Downtown,Good,Yes,650243,-1
907,4620,2,2,1,1971,Suburban,Poor,Yes,197748,-1
908,2490,2,2,3,2014,Suburban,Good,Yes,144791,-1
909,4072,1,3,3,2012,Rural,Fair,No,736874,-1
910,4880,3,1,1,1980,Urban,Poor,Yes,945150,-1
911,4658,1,2,3,1942,Urban,Good,No,596938,-1
912,3213,4,4,1,1994,Downtown,Excellent,No,400434,-1
913,2703,1,2,2,1997,Suburban,Good,Yes,127701,-1
914,3620,5,2,2,1905,Suburban,Excellent,No,847115,-1
915,1466,1,3,3,1985,Downtown,Good,No,279164,-1
916,3932,5,4,2,1977,Downtown,Good,No,503035,-1
917,1188,5,2,3,1966,Rural,Good,Yes,655266,-1
918,4743,5,2,3,1911,Urban,Excellent,No,579148,-1
919,4201,4,4,2,1999,Urban,Good,No,709089,-1
920,841,1,1,2,1911,Urban,Poor,Yes,605639,-1
921,2224,1,1,3,2008,Rural,Poor,No,555920,-1
922,4922,4,2,2,1965,Downtown,Poor,No,374888,-1
923,2292,3,2,1,1901,Downtown,Excellent,No,729706,-1
924,2259,2,1,2,1914,Urban,Excellent,No,956630,-1
925,3712,1,3,2,1922,Urban,Poor,No,910587,-1
926,1489,2,4,1,1928,Rural,Poor,Yes,171449,-1
927,2762,4,4,2,1980,Suburban,Poor,No,650988,-1
928,2982,3,3,2,1995,Suburban,Fair,Yes,809774,-1
929,1451,3,3,3,1906,Urban,Poor,No,843387,-1
930,1222,3,3,2,1993,Rural,Good,Yes,307571,-1
931,3889,4,3,2,1927,Urban,Fair,Yes,513506,-1
932,2579,5,3,1,1913,Suburban,Fair,Yes,487509,-1
933,3217,5,3,3,1943,Urban,Excellent,No,766696,-1
934,2832,2,4,3,1929,Suburban,Good,No,858094,-1
935,3876,5,3,3,1980,Suburban,Excellent,No,580696,-1
936,2000,5,1,2,1931,Suburban,Excellent,No,745763,-1
937,785,3,3,3,2009,Downtown,Good,No,313369,-1
938,3995,3,3,1,1969,Downtown,Excellent,Yes,979700,-1
939,2565,2,4,3,2014,Urban,Good,Yes,513002,-1
940,1268,1,4,1,1987,Suburban,Good,Yes,196444,-1
941,3557,2,3,3,1905,Downtown,Excellent,No,831608,-1
942,4789,2,4,3,1926,Urban,Poor,No,591567,-1
943,2661,4,2,1,1981,Urban,Excellent,Yes,160401,-1
944,3793,4,4,3,1987,Urban,Fair,No,276801,-1
945,1446,2,4,3,2000,Urban,Excellent,No,821668,-1
946,3835,2,4,3,2019,Urban,Good,Yes,553575,-1
947,4650,2,4,2,1923,Rural,Fair,Yes,928836,-1
948,1981,5,1,1,2001,Suburban,Good,No,219259,-1
949,2401,4,1,3,1933,Urban,Poor,No,297145,-1
950,3951,2,1,1,1939,Rural,Poor,Yes,360625,-1
951,4564,3,3,1,1946,Suburban,Fair,No,733835,-1
952,554,3,3,1,1978,Downtown,Poor,Yes,94552,-1
953,2323,5,2,3,1974,Urban,Poor,Yes,249041,-1
954,3962,5,1,3,1985,Rural,Excellent,Yes,257606,-1
955,3579,1,3,1,2017,Downtown,Excellent,No,804965,-1
956,1332,1,4,2,1923,Rural,Poor,Yes,836157,-1
957,4908,1,4,1,1964,Suburban,Poor,Yes,450074,-1
958,3306,5,1,2,1917,Suburban,Excellent,No,779846,-1
959,2990,5,2,1,1943,Downtown,Poor,Yes,124474,-1
960,827,5,2,1,1975,Rural,Poor,No,337312,-1
961,3810,3,4,1,1956,Urban,Good,No,606387,-1
962,3800,5,2,3,2006,Urban,Poor,No,252252,-1
963,4175,3,1,2,1927,Downtown,Fair,Yes,814742,-1
964,3554,1,4,2,2003,Downtown,Good,Yes,373599,-1
965,2643,1,3,1,2023,Downtown,Fair,No,628528,-1
966,1811,1,3,3,1970,Rural,Poor,No,386940,-1
967,3691,2,2,3,1922,Urban,Excellent,No,891024,-1
968,3038,2,4,2,1984,Urban,Good,Yes,835034,-1
969,4483,4,4,3,1933,Urban,Excellent,No,434325,-1
970,664,4,3,2,1910,Downtown,Good,No,302051,-1
971,4777,4,4,2,1985,Urban,Excellent,No,151611,-1
972,1322,2,4,2,2005,Suburban,Good,Yes,632334,-1
973,1443,2,4,3,1934,Downtown,Good,No,824756,-1
974,4925,4,2,2,2015,Urban,Fair,Yes,66488,-1
975,1274,4,4,2,1992,Rural,Excellent,Yes,239913,-1
976,2698,5,1,1,1941,Downtown,Fair,No,430665,-1
977,3656,4,2,2,1927,Suburban,Fair,No,967899,-1
978,4742,5,4,2,2022,Suburban,Excellent,No,758029,-1
979,4195,3,4,1,1981,Rural,Good,Yes,716205,-1
980,3952,2,1,1,1977,Rural,Fair,Yes,741419,-1
981,1414,4,2,3,1981,Downtown,Excellent,Yes,68394,-1
982,1808,2,3,2,1991,Downtown,Good,No,930425,-1
983,4677,2,3,3,1923,Suburban,Fair,Yes,226978,-1
984,1013,2,2,3,1907,Rural,Fair,No,109332,-1
985,2420,3,4,1,2005,Downtown,Fair,No,218377,-1
986,4094,1,4,3,2017,Suburban,Good,No,92628,-1
987,1909,4,3,2,2008,Rural,Fair,Yes,857784,-1
988,3690,1,3,1,1952,Suburban,Good,Yes,529898,-1
989,4991,1,3,2,1971,Urban,Poor,Yes,919403,-1
990,2055,1,1,2,1903,Rural,Fair,No,101993,-1
991,1304,2,3,1,1990,Downtown,Poor,Yes,220458,-1
992,1779,5,1,2,1999,Downtown,Excellent,Yes,939459,-1
993,4077,2,2,1,1904,Urban,Fair,No,500281,-1
994,3401,2,4,2,1996,Rural,Excellent,No,956644,-1
995,1887,1,3,1,1948,Suburban,Excellent,Yes,528720,-1
996,3261,2,4,3,1997,Downtown,Excellent,No,556357,-1
997,3179,1,4,2,1929,Urban,Poor,Yes,58539,-1
998,2606,5,3,1,1971,Urban,Good,No,182335,-1
999,4723,4,3,2,2002,Rural,Poor,No,456521,-1
1000,3268,1,2,2,1962,Rural,Poor,Yes,890249,-1
1001,4453,5,1,2,1946,Downtown,Excellent,No,991902,-1
1002,3686,4,1,1,1925,Urban,Fair,No,290310,-1
1003,3780,3,4,3,1956,Suburban,Good,No,256873,-1
1004,3073,1,3,3,1936,Urban,Excellent,Yes,361251,-1
1005,3099,1,2,3,1997,Suburban,Good,No,999656,-1
1006,4533,3,2,1,1906,Suburban,Poor,No,536476,-1
1007,736,3,2,3,1939,Downtown,Good,Yes,998128,-1
1008,1804,1,2,1,1991,Urban,Good,Yes,965672,-1
1009,3930,3,2,2,1938,Suburban,Fair,No,411799,-1
1010,1801,2,1,2,1961,Rural,Excellent,No,630420,-1
1011,3041,4,1,3,2002,Suburban,Good,No,962133,-1
1012,2551,4,1,1,1991,Rural,Good,Yes,155494,-1
1013,941,4,3,2,1977,Rural,Poor,No,889411,-1
1014,2576,2,4,1,1952,Urban,Poor,Yes,894445,-1
1015,3680,3,2,1,2013,Rural,Good,Yes,275997,-1
1016,3157,5,3,2,2001,Suburban,Excellent,No,638085,-1
1017,4298,3,2,1,1903,Rural,Good,No,101798,-1
1018,1304,1,1,2,2005,Urban,Good,Yes,722010,-1
1019,574,4,3,2,1981,Downtown,Fair,No,469230,-1
1020,2675,3,1,2,2007,Suburban,Excellent,No,650709,-1
1021,4424,5,2,1,2011,Suburban,Fair,Yes,319578,-1
1022,2589,1,2,2,1924,Urban,Excellent,No,866460,-1
1023,540,2,4,1,1906,Urban,Excellent,Yes,640846,-1
1024,2581,2,2,2,2001,Urban,Excellent,No,860763,-1
1025,2122,5,1,2,1927,Urban,Fair,Yes,117573,-1
1026,841,1,2,3,1968,Suburban,Fair,Yes,703761,-1
1027,4552,4,4,3,1966,Downtown,Fair,No,517508,-1
1028,2574,3,4,3,2007,Rural,Poor,Yes,227398,-1
1029,1145,1,1,1,1994,Rural,Fair,Yes,395123,-1
1030,4763,2,3,1,2010,Downtown,Poor,No,840555,-1
1031,1109,5,2,2,2005,Downtown,Poor,No,328747,-1
1032,954,5,4,2,2021,Downtown,Poor,No,378085,-1
1033,3453,3,2,2,1919,Urban,Good,Yes,92597,-1
1034,2208,5,2,2,1982,Suburban,Good,Yes,768598,-1
1035,3972,5,3,1,2011,Suburban,Good,Yes,920670,-1
1036,3469,1,4,2,2023,Suburban,Poor,No,485935,-1
1037,3528,4,2,2,1910,Urban,Poor,Yes,797146,-1
1038,3181,3,4,3,2003,Suburban,Excellent,Yes,353895,-1
1039,4129,1,1,2,1966,Urban,Poor,No,962894,-1
1040,4725,4,1,2,1986,Suburban,Good,Yes,136978,-1
1041,3567,1,2,2,1906,Downtown,Poor,No,329837,-1
1042,1886,1,4,1,1922,Rural,Poor,No,532757,-1
1043,4276,5,2,3,1960,Rural,Excellent,No,218769,-1
1044,3366,4,4,2,1970,Urban,Poor,Yes,406668,-1
1045,3863,3,4,2,2009,Suburban,Fair,Yes,410013,-1
1046,4624,3,3,3,1933,Rural,Excellent,Yes,735352,-1
1047,648,4,3,2,2005,Downtown,Poor,No,375969,-1
1048,4350,5,3,1,1918,Downtown,Poor,No,714882,-1
1049,2558,2,2,2,1957,Downtown,Excellent,No,442619,-1
1050,1636,1,3,1,1908,Urban,Poor,Yes,881838,-1
1051,686,5,3,1,1947,Urban,Good,Yes,288078,-1
1052,3354,4,1,2,2014,Suburban,Fair,Yes,290140,-1
1053,1750,1,4,3,1981,Downtown,Fair,Yes,717481,-1
1054,1833,3,4,1,1940,Suburban,Good,Yes,697659,-1
1055,4693,2,3,3,1947,Suburban,Poor,No,457435,-1
1056,4650,3,4,2,1944,Downtown,Poor,Yes,838049,-1
1057,3211,4,1,1,2005,Suburban,Fair,No,93016,-1
1058,2285,1,1,2,1924,Rural,Poor,No,493888,-1
1059,1250,4,3,3,2015,Urban,Fair,Yes,336420,-1
1060,2262,1,1,2,1977,Suburban,Fair,No,805247,-1
1061,4420,5,4,2,2007,Downtown,Good,Yes,384384,-1
1062,4960,2,2,1,1924,Urban,Fair,Yes,942724,-1
1063,981,5,4,2,1918,Urban,Poor,No,236807,-1
1064,653,5,2,2,1938,Suburban,Poor,Yes,592247,-1
1065,2024,4,3,2,2018,Rural,Excellent,Yes,602810,-1
1066,2620,2,2,1,1978,Suburban,Poor,No,499303,-1
1067,2843,1,1,3,1979,Rural,Excellent,No,453169,-1
1068,1740,1,4,3,1926,Urban,Fair,No,76567,-1
1069,560,3,2,2,2003,Suburban,Poor,No,503739,-1
1070,1438,1,4,1,1973,Downtown,Good,No,112708,-1
1071,2139,4,3,2,1962,Suburban,Good,No,176206,-1
1072,4620,5,3,3,1967,Rural,Good,Yes,596848,-1
1073,4726,5,1,1,2014,Rural,Fair,Yes,632678,-1
1074,4069,5,3,3,1918,Suburban,Fair,Yes,700060,-1
1075,1752,2,2,3,1927,Rural,Excellent,No,511365,-1
1076,4703,1,3,1,1984,Urban,Good,Yes,357248,-1
1077,671,4,1,1,2022,Suburban,Excellent,No,632093,-1
1078,1958,2,4,2,2010,Rural,Excellent,Yes,286109,-1
1079,4049,3,4,2,1977,Suburban,Poor,No,545951,-1
1080,4697,4,3,3,1932,Suburban,Poor,Yes,336640,-1
1081,2822,4,2,1,2011,Downtown,Good,No,788661,-1
1082,2136,4,1,1,1909,Suburban,Fair,No,141257,-1
1083,3615,5,2,2,1982,Downtown,Poor,No,53515,-1
1084,4590,4,1,3,1929,Rural,Fair,No,578742,-1
1085,3504,1,3,3,1921,Downtown,Excellent,Yes,287145,-1
1086,829,4,1,2,1902,Downtown,Excellent,Yes,72873,-1
1087,4140,5,1,1,2000,Downtown,Excellent,No,910352,-1
1088,4394,4,3,2,2004,Urban,Excellent,No,325871,-1
1089,4607,3,2,2,1981,Downtown,Good,No,702664,-1
1090,1841,3,3,2,1974,Suburban,Excellent,Yes,643358,-1
1091,4163,5,1,2,1947,Downtown,Poor,No,935491,-1
1092,715,1,3,1,1901,Suburban,Excellent,No,698852,-1
1093,838,1,1,2,1975,Downtown,Fair,Yes,278497,-1
1094,4562,2,3,1,1953,Urban,Poor,No,691501,-1
1095,3208,5,4,2,1905,Rural,Fair,No,755339,-1
1096,3652,4,4,3,2006,Downtown,Fair,Yes,599753,-1
1097,2250,5,3,1,2022,Downtown,Good,No,234972,-1
1098,2921,2,2,3,1939,Urban,Good,No,634087,-1
1099,1209,5,1,2,2007,Downtown,Fair,Yes,560237,-1
1100,4226,5,4,2,1992,Suburban,Fair,No,670417,-1
1101,4142,2,2,2,2022,Downtown,Excellent,Yes,464546,-1
1102,4493,1,1,1,1993,Downtown,Poor,No,713662,-1
1103,988,4,4,3,1901,Rural,Excellent,No,419432,-1
1104,546,2,4,1,1972,Rural,Good,No,293761,-1
1105,3859,3,3,1,2010,Downtown,Good,No,292821,-1
1106,900,1,1,2,1901,Urban,Excellent,No,62875,-1
1107,4490,3,2,3,1992,Rural,Poor,Yes,601507,-1
1108,3657,1,2,2,1996,Downtown,Fair,No,872614,-1
1109,4845,4,2,1,1973,Rural,Excellent,No,785901,-1
1110,890,4,1,2,1997,Downtown,Good,Yes,485485,-1
1111,4353,5,2,3,2007,Rural,Poor,Yes,391925,-1
1112,4930,3,2,2,1954,Rural,Good,No,56457,-1
1113,1128,1,2,3,1971,Suburban,Poor,Yes,974253,-1
1114,4732,4,3,3,2000,Downtown,Poor,No,83064,-1
1115,3430,2,3,2,2017,Downtown,Poor,Yes,977325,-1
1116,2021,4,1,1,1959,Downtown,Excellent,Yes,689544,-1
1117,1326,2,1,2,1996,Downtown,Excellent,No,934729,-1
1118,2000,1,2,1,2010,Rural,Excellent,Yes,808947,-1
1119,3794,4,3,1,1905,Suburban,Poor,No,259727,-1
1120,2919,4,4,2,2007,Suburban,Poor,Yes,975168,-1
1121,1434,1,4,1,2003,Urban,Good,Yes,210353,-1
1122,3542,4,2,1,2008,Downtown,Fair,Yes,832351,-1
1123,4997,2,2,2,1918,Urban,Excellent,No,286887,-1
1124,1966,4,3,2,1995,Rural,Poor,No,475037,-1
1125,4061,3,3,2,1926,Urban,Good,Yes,809129,-1
1126,1114,5,3,1,1900,Downtown,Good,No,992151,-1
1127,1682,2,1,3,2006,Suburban,Good,No,644206,-1
1128,3723,3,1,1,2015,Suburban,Excellent,No,263057,-1
1129,3167,1,2,3,1932,Downtown,Excellent,Yes,526015,-1
1130,630,2,1,2,1939,Rural,Fair,No,926611,-1
1131,3483,5,3,3,1931,Downtown,Good,Yes,387088,-1
1132,4778,5,3,2,1968,Rural,Excellent,Yes,139142,-1
1133,4959,1,1,2,1916,Suburban,Good,Yes,77603,-1
1134,538,1,4,3,1907,Rural,Poor,Yes,882890,-1
1135,4459,2,2,2,1956,Downtown,Good,Yes,120605,-1
1136,4087,4,4,3,1941,Downtown,Fair,No,331767,-1
1137,1420,1,2,2,1997,Downtown,Excellent,No,618728,-1
1138,3269,4,4,1,1908,Rural,Poor,Yes,918859,-1
1139,4611,3,1,1,2019,Rural,Excellent,No,975208,-1
1140,992,5,2,2,1986,Rural,Poor,No,405970,-1
1141,1631,4,2,2,1934,Suburban,Good,No,339604,-1
1142,4021,5,2,3,2013,Urban,Good,No,264117,-1
1143,810,4,3,1,1970,Urban,Fair,No,788165,-1
1144,1238,3,3,3,1978,Downtown,Fair,No,516727,-1
1145,3741,1,4,2,1952,Suburban,Poor,No,160373,-1
1146,1045,3,1,2,1953,Rural,Fair,Yes,974069,-1
1147,2961,1,3,3,1983,Downtown,Fair,Yes,317014,-1
1148,4846,1,2,2,2013,Suburban,Fair,Yes,68909,-1
1149,2304,5,3,1,1924,Downtown,Fair,No,321261,-1
1150,3712,3,1,3,1966,Suburban,Good,No,299975,-1
1151,4310,4,3,1,2023,Suburban,Fair,Yes,903906,-1
1152,1313,3,2,1,1961,Urban,Good,No,668214,-1
1153,4624,5,4,1,1954,Downtown,Good,No,487538,-1
1154,2532,1,2,3,1945,Rural,Excellent,Yes,177463,-1
1155,4913,5,1,2,1923,Urban,Good,Yes,151536,-1
1156,744,2,4,1,1997,Urban,Good,Yes,856560,-1
1157,771,2,3,1,1945,Rural,Fair,No,301981,-1
1158,4011,4,3,1,1921,Suburban,Good,No,540533,-1
1159,2271,5,3,2,1910,Rural,Poor,No,381145,-1
1160,1762,4,4,2,1947,Downtown,Fair,Yes,836872,-1
1161,2924,4,2,3,1907,Rural,Fair,Yes,230685,-1
1162,4861,2,4,2,1938,Suburban,Fair,No,697779,-1
1163,1420,4,4,3,2006,Rural,Excellent,Yes,979167,-1
1164,3930,2,1,3,1934,Suburban,Fair,Yes,547275,-1
1165,4935,1,4,3,1948,Suburban,Good,No,200619,-1
1166,4984,5,3,3,1945,Downtown,Poor,Yes,655950,-1
1167,3124,4,2,3,1937,Rural,Fair,Yes,810416,-1
1168,4260,2,2,1,1907,Rural,Fair,Yes,50005,-1
1169,2550,3,2,2,1953,Downtown,Poor,No,284152,-1
1170,4000,4,3,1,1936,Suburban,Fair,No,319182,-1
1171,1665,1,3,3,1990,Rural,Excellent,Yes,842846,-1
1172,875,1,3,2,1991,Downtown,Good,No,530875,-1
1173,2533,3,3,1,1939,Suburban,Poor,No,905938,-1
1174,645,2,3,1,1933,Downtown,Poor,No,913018,-1
1175,4888,4,4,3,1995,Rural,Excellent,Yes,445822,-1
1176,931,2,3,1,1978,Downtown,Good,No,852914,-1
1177,1204,1,3,1,2007,Urban,Excellent,Yes,804189,-1
1178,3132,2,3,1,1916,Suburban,Good,Yes,252945,-1
1179,4994,1,3,1,1932,Urban,Excellent,No,608236,-1
1180,1463,2,2,1,1946,Urban,Fair,Yes,402131,-1
1181,2734,3,3,3,2009,Suburban,Excellent,No,272873,-1
1182,2541,5,4,3,1951,Suburban,Poor,No,272322,-1
1183,2328,3,4,1,2017,Downtown,Poor,Yes,70875,-1
1184,2608,3,4,3,1979,Suburban,Poor,Yes,325201,-1
1185,4568,5,1,3,1992,Urban,Excellent,No,82400,-1
1186,1438,5,2,2,1908,Urban,Poor,No,514674,-1
1187,1306,4,3,1,1932,Rural,Poor,No,118607,-1
1188,1963,4,1,3,1959,Suburban,Fair,No,923993,-1
1189,3915,3,3,3,2012,Urban,Fair,Yes,339647,-1
1190,510,3,1,1,1992,Rural,Good,Yes,466981,-1
1191,2368,1,1,2,1976,Rural,Good,Yes,151096,-1
1192,1384,1,4,1,1920,Downtown,Good,No,620900,-1
1193,4064,4,4,2,1957,Urban,Excellent,Yes,934750,-1
1194,1889,4,1,1,1984,Downtown,Good,Yes,311538,-1
1195,3901,1,4,1,1968,Urban,Excellent,Yes,134335,-1
1196,4821,1,1,1,1909,Downtown,Excellent,Yes,413133,-1
1197,1324,2,2,1,1905,Downtown,Good,No,667300,-1
1198,2765,2,4,2,2019,Suburban,Good,Yes,131748,-1
1199,1436,1,4,2,2014,Downtown,Excellent,Yes,976932,-1
1200,3300,2,4,3,2020,Suburban,Fair,Yes,736779,-1
1201,3053,5,2,1,1912,Rural,Poor,Yes,115195,-1
1202,4345,4,1,2,1964,Urban,Poor,No,779055,-1
1203,2296,4,3,2,1919,Rural,Poor,No,664134,-1
1204,553,1,4,2,1956,Urban,Fair,Yes,676692,-1
1205,1226,3,1,1,2010,Rural,Excellent,No,351286,-1
1206,3236,1,2,3,1945,Urban,Good,No,835608,-1
1207,3670,2,3,2,1907,Downtown,Excellent,No,121540,-1
